,epoch,train_loss,train_acc,val_loss,val_acc
0,0,2.051538287376871,0.23056,2.042574071884155,0.2333
1,5,1.7942486003953584,0.32864,1.7803351163864136,0.337
2,10,1.6360274030237782,0.38972,1.6388681203126907,0.3891
3,15,1.5037444166991176,0.45232,1.5066632628440857,0.4482
4,20,1.4283071330615453,0.47668,1.4465525835752486,0.4757
5,25,1.3535609233136079,0.5052,1.3629290461540222,0.4978
6,30,1.300708118141914,0.528,1.333915677666664,0.5179
7,35,1.2342439409421415,0.55372,1.2607013016939164,0.5454
8,40,1.1808130440055107,0.57682,1.2083899587392808,0.5683
9,45,1.121019389860484,0.59222,1.1504518866539002,0.5782
10,50,1.1131566477065185,0.60212,1.150876298546791,0.5915
11,55,1.0329334741952467,0.63442,1.073638616502285,0.6241
12,60,0.9545079019604897,0.66036,1.0163258254528045,0.6398
13,65,0.9125070027550872,0.67376,0.961371910572052,0.6536
14,70,0.8732855697067416,0.68928,0.9266149386763572,0.6713
15,75,0.8346255287832144,0.70106,0.901434101164341,0.682
16,80,0.7789121166783937,0.72396,0.8583495348691941,0.6981
17,85,0.7492000408926789,0.73486,0.8313428103923798,0.7104
18,90,0.7478294518529153,0.73496,0.8269220992922783,0.7074
19,95,0.6959707530177369,0.75422,0.8002763703465462,0.7217
20,100,0.6901865911727049,0.75478,0.7851932391524314,0.7259
21,105,0.6402006638901574,0.77094,0.7653097689151764,0.7331
22,110,0.5933873089296477,0.79074,0.7208722278475761,0.7475
23,115,0.6048003103660078,0.7884,0.7387118473649025,0.7397
24,120,0.555006066147162,0.80456,0.7032911583781243,0.7525
25,125,0.5238570791422105,0.8145,0.6749340951442718,0.7637
26,130,0.500339572831076,0.82342,0.6701189458370209,0.7705
27,135,0.46315842121839523,0.83632,0.6398253984749317,0.7761
28,140,0.4433619918263688,0.84322,0.6258708812296391,0.778
29,145,0.4311906163941841,0.84816,0.6141666576266289,0.7868
30,150,0.42822860014073705,0.84932,0.6147073745727539,0.7907
30,150,0.4575880288469548,0.8364,0.6459578037261963,0.7752
31,155,0.4636907725765997,0.83522,0.6597543001174927,0.7739
32,160,0.4795061777136764,0.82934,0.652364157140255,0.775
33,165,0.5068125955912531,0.82098,0.6981332257390023,0.7602
34,170,0.5227347616942561,0.81382,0.6988178879022598,0.7588
35,175,0.530905043744311,0.81036,0.7075143784284592,0.759
36,180,0.510929535846321,0.81646,0.6843417786061764,0.7612
37,185,0.5029662537331484,0.82268,0.6917438566684723,0.7611
38,190,0.50180770517612,0.82212,0.6842920541763305,0.7636
39,195,0.45833994197298067,0.837,0.6529139302670955,0.7739
40,200,0.46406449818489504,0.83452,0.6756536781787872,0.7663
41,205,0.45332752593926023,0.83738,0.6953308932483196,0.7692
42,210,0.4698792127322178,0.83246,0.6930614590644837,0.7628
43,215,0.4200598941925837,0.84976,0.6547142669558526,0.7816
44,220,0.4314402617818239,0.84512,0.6835929930210114,0.7699
45,225,0.4135116230012203,0.85254,0.6920047357678414,0.7742
46,230,0.3825242866058739,0.8644,0.658139668405056,0.7817
47,235,0.3756862277431147,0.86658,0.667120960354805,0.7831
48,240,0.3532544135743258,0.87474,0.6762448593974113,0.7819
49,245,0.3668652415579679,0.86998,0.6905918814241886,0.7792
50,250,0.33629487002534525,0.8797,0.6674694992601872,0.7867
51,255,0.3019656647300842,0.89246,0.6686152443289757,0.7869
52,260,0.28051997544434,0.8984,0.6690113373100758,0.7909
53,265,0.26968026237220183,0.90356,0.6662551231682301,0.7925
54,270,0.2356909365222162,0.91542,0.6554640009999275,0.7988
55,275,0.23722429755999117,0.91472,0.6739685706794262,0.7972
56,280,0.19595872603204786,0.93018,0.6390959396958351,0.8062
57,285,0.17352933394817674,0.93804,0.6215415842831135,0.812
58,290,0.15238517416375025,0.9475,0.646195450425148,0.8134
59,295,0.14437472786070132,0.95134,0.6240838959813118,0.815
60,300,0.1442881373935664,0.9504,0.620358070731163,0.8163
60,300,0.13946885288674005,0.9521,0.6132589846849441,0.819
