,epoch,train_loss,train_acc,val_loss,val_acc
0,0,2.0663186073303224,0.24148,2.056379222869873,0.2444
1,5,1.94673583984375,0.27462,1.9490980625152587,0.2781
2,10,1.7262211990356446,0.3525,1.732462501525879,0.3549
3,15,1.6280209970474244,0.3951,1.631417727470398,0.394
4,20,1.5714024257659913,0.42718,1.5903296947479248,0.422
5,25,1.6680231952667237,0.39576,1.68561532497406,0.3952
6,30,1.562088327407837,0.4416,1.5725675106048584,0.4404
7,35,1.4533988571166991,0.45476,1.4672990798950196,0.4474
8,40,1.3532817554473877,0.50242,1.3691862583160401,0.4982
9,45,1.2729957389831543,0.54756,1.291017770767212,0.5368
10,50,1.2263717555999756,0.55486,1.2494032621383666,0.5489
11,55,1.2160045289993286,0.56934,1.2381395101547241,0.5572
12,60,1.1937435245513917,0.57856,1.221981930732727,0.5664
13,65,1.113375244140625,0.59978,1.1442343950271607,0.585
14,70,1.179325623512268,0.57932,1.2062784910202027,0.5683
15,75,1.0695448875427247,0.6188,1.0995412588119506,0.602
16,80,1.1610929298400878,0.59158,1.1984588384628296,0.5824
17,85,1.1678693246841432,0.594,1.1889097213745117,0.5864
18,90,0.9775714254379273,0.65266,1.0045469641685485,0.6402
19,95,0.9137302136421204,0.68028,0.945093286037445,0.665
20,100,0.9169609928131104,0.67724,0.948399567604065,0.6611
21,105,0.8744983100891113,0.68778,0.9124844431877136,0.6742
22,110,0.8676511573791504,0.692,0.903551709651947,0.6775
23,115,0.8215201354026794,0.71024,0.8597924590110779,0.6933
24,120,0.7911082601547241,0.72256,0.828669548034668,0.7059
25,125,0.7760796451568603,0.72998,0.8151156306266785,0.7126
26,130,0.7581804776191712,0.7338,0.8061855792999267,0.7134
27,135,0.7364846992492676,0.74266,0.7868197202682495,0.724
28,140,0.7182323098182678,0.74996,0.7660599946975708,0.7317
29,145,0.709700255393982,0.75366,0.7595542669296265,0.7323
30,150,0.7066523480415344,0.75416,0.756405258178711,0.7341
