,epoch,train_loss,train_acc,val_loss,val_acc
0,0,2.0558220100402833,0.23764,2.0465532302856446,0.2326
1,5,1.7068420362472534,0.38086,1.7096646785736085,0.3834
2,10,1.3233662939071655,0.51144,1.340718650817871,0.5125
3,15,1.100707221031189,0.60796,1.1387594938278198,0.5949
4,20,0.9282397270202637,0.66388,0.9774477481842041,0.6459
5,25,0.7962161278724671,0.71884,0.8599100351333618,0.6903
6,30,0.6993780541419983,0.75144,0.7836932301521301,0.722
7,35,0.619593198299408,0.7846,0.7357522010803222,0.7486
8,40,0.5099008786678314,0.82234,0.63643559217453,0.7777
9,45,0.4394852614402771,0.84428,0.600326943397522,0.7891
10,50,0.38452138781547546,0.86624,0.5797195672988892,0.7981
11,55,0.37418978214263915,0.86958,0.61357741355896,0.7949
12,60,0.3176911246776581,0.88572,0.5687288045883179,0.8019
13,65,0.2464771616458893,0.9138,0.525183641910553,0.8216
14,70,0.21099289119243622,0.92622,0.529798150062561,0.8241
15,75,0.14959023416042327,0.9478,0.5338692545890809,0.8349
16,80,0.12177734732627869,0.95836,0.5364216327667236,0.8378
17,85,0.10372207701206207,0.96578,0.545306533575058,0.8371
18,90,0.08240374088287354,0.97296,0.5661129951477051,0.8417
19,95,0.06146927550435066,0.97996,0.5791757822036743,0.8389
20,100,0.04550964191555977,0.98504,0.6039603471755981,0.8408
21,105,0.032410696372389795,0.9903,0.6270369291305542,0.8399
22,110,0.020383339636027814,0.9946,0.6176415801048278,0.8495
23,115,0.014015683978796005,0.9964,0.6335952758789063,0.8475
24,120,0.00883641915395856,0.99804,0.6312934041023255,0.8562
25,125,0.005965583398938179,0.99872,0.6354660630226135,0.8555
26,130,0.003729595597833395,0.99936,0.6356748819351197,0.8602
27,135,0.0022760981088504194,0.99972,0.6397042274475098,0.8616
28,140,0.0018081407248973847,0.9998,0.6432214140892029,0.8614
29,145,0.0015446286997757852,0.99986,0.640890109539032,0.8614
