,epoch,train_loss,train_acc,val_loss,val_acc
0,0,2.0425265321926194,0.23802,2.032399606704712,0.2392
1,5,1.826172989241931,0.30314,1.8331248760223389,0.3014
2,10,1.734079239319782,0.36256,1.7386700749397277,0.3677
3,15,1.4991448412136155,0.45318,1.5052387475967408,0.4463
4,20,1.3249981500664536,0.511,1.3405500769615173,0.5078
5,25,1.1603362608929069,0.5749,1.1836853623390198,0.568
6,30,1.0114942959376745,0.63718,1.0262702465057374,0.6298
7,35,0.9951141841557561,0.64666,1.0245164334774017,0.6313
8,40,0.7552905046209997,0.73444,0.791935795545578,0.7183
9,45,0.6935491695695993,0.75718,0.7345782339572906,0.7402
10,50,0.6404578454640447,0.77566,0.7053691267967224,0.7576
11,55,0.5637925887594417,0.80218,0.6291942417621612,0.7823
12,60,0.5324619144809489,0.8146,0.6262948155403137,0.7836
13,65,0.5245210491881078,0.81976,0.6298840701580047,0.7867
14,70,0.4492256836015351,0.84234,0.5727199077606201,0.8034
15,75,0.3826805803240562,0.86542,0.5249281257390976,0.818
16,80,0.36360447990651035,0.87184,0.5218110382556915,0.8241
17,85,0.30580699382996074,0.89382,0.4836258292198181,0.8334
18,90,0.27806563371298265,0.9043,0.4787581205368042,0.8385
19,95,0.2639982101260399,0.90788,0.4931142657995224,0.8387
20,100,0.24094136515442205,0.91528,0.5026699632406235,0.8398
21,105,0.18133378089690694,0.9387,0.4557782083749771,0.8539
22,110,0.17112326530777677,0.94238,0.47731023132801054,0.8499
23,115,0.1412440298163161,0.9519,0.4803756564855576,0.852
24,120,0.10173775787864413,0.9671,0.4598697543144226,0.8595
25,125,0.08484966216646896,0.97228,0.48036999702453614,0.8633
26,130,0.060399610701264164,0.98178,0.4787967324256897,0.8665
27,135,0.046500137798031985,0.98708,0.48755359649658203,0.8668
28,140,0.041031544533919315,0.98846,0.49550804793834685,0.8667
29,145,0.0334030556283435,0.99202,0.4924508541822433,0.8687
30,150,0.03274936783982783,0.99228,0.4910792887210846,0.8683
